Year,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling,Life expectancy 
0.9333333333333333,0.18994413407821228,0.0,0.0,0.008262097766263942,0.9938775510204082,0.0,0.7323290845886443,0.0,1.0,0.408009286128845,1.0,0.0,0.11845405484096286,0.008363644311854575,0.05839416058394163,0.052816901408450724,0.879746835443038,0.7632850241545894,0.7457305502846299
0.5333333333333333,0.12150837988826815,0.0016666666666666668,0.6657334826427772,0.35948756160706213,0.46938775510204084,0.00284659939768973,0.6732329084588644,0.00125,0.9895833333333334,0.06964596633778294,0.9895833333333334,0.0,0.3810654665530418,0.0054569530926789666,0.018248175182481754,0.017605633802816902,0.9251054852320676,0.7777777777777779,1.0
0.26666666666666666,0.41201117318435754,0.0016666666666666668,0.13997760358342665,0.0,0.9591836734693877,0.0,0.015063731170336004,0.0025,0.8854166666666666,0.23099245502031338,0.875,0.05544554455445544,0.0017509551838514334,0.0031232297203548313,0.3394160583941606,0.32394366197183105,0.4261603375527427,0.3671497584541063,0.39848197343453506
0.3333333333333333,0.11592178770949721,0.0,0.06550951847704367,0.23524111262638323,0.9795918367346939,0.00034875555534609275,0.742757821552723,0.0,0.9895833333333334,0.15844457341845616,0.9791666666666666,0.0,0.4320412501624256,0.0034789331071863605,0.17153284671532848,0.15492957746478875,0.8755274261603375,0.6618357487922705,0.7647058823529411
0.8666666666666667,0.20251396648044692,0.025555555555555557,0.40481522956326993,0.04703670444426621,0.9693877551020408,0.0010368408402181136,0.6199304750869061,0.021666666666666667,0.96875,0.47069065583284964,0.9791666666666666,0.0,0.10250192625520099,0.0019061064891679781,0.09854014598540148,0.0915492957746479,0.7742616033755274,0.6859903381642511,0.72865275142315
0.9333333333333333,0.21089385474860337,0.0044444444444444444,0.3583426651735723,0.04050723179333769,1.0,0.0,0.3638470451911935,0.004166666666666667,1.0,0.21764364480557166,1.0,0.0,0.04984570689871712,0.057995954932587065,0.281021897810219,0.2711267605633803,0.7774261603375527,0.6570048309178744,0.7267552182163187
0.5333333333333333,0.3016759776536313,0.0044444444444444444,0.0005599104143336947,0.003170581016306778,0.7448979591836735,1.885165164032934e-05,0.290845886442642,0.005,0.7291666666666666,0.16598955310504931,0.7395833333333334,0.023762376237623763,0.009783032345249222,0.0002945770421085924,0.33211678832116787,0.3098591549295775,0.5010548523206751,0.3478260869565218,0.476280834914611
0.7333333333333333,0.18156424581005587,0.0038888888888888888,0.22284434490481525,0.017697268001104653,0.8877551020408163,0.00121121861789116,0.5840092699884125,0.0033333333333333335,0.8541666666666666,0.32211259431224604,0.8854166666666666,0.0,0.04381659769815365,0.012865612282091076,0.04379562043795621,0.0387323943661972,0.7489451476793249,0.6376811594202898,0.7400379506641366
0.7333333333333333,0.08659217877094973,0.0005555555555555556,0.5761478163493842,0.5639792156120569,0.9285714285714286,0.0008954534529156436,0.734646581691773,0.0004166666666666667,0.9270833333333334,0.5124782356355193,0.9270833333333334,0.0,0.5223033798219423,0.0001893647190895103,0.018248175182481754,0.017605633802816902,0.9778481012658229,0.9565217391304348,0.8671726755218216
0.2,0.4106145251396648,0.04833333333333333,0.0,0.000569255803209471,0.6530612244897959,0.003760904502245703,0.14368482039397448,0.050833333333333335,0.3958333333333333,0.4904236796285548,0.3958333333333333,0.0,0.0016534819179751651,0.0020046237830838374,0.7153284671532847,0.6971830985915493,0.39345991561181437,0.3140096618357488,0.3870967741935485
0.13333333333333333,0.37988826815642457,0.012777777777777779,0.07950727883538633,0.0015867939320695925,0.6040816326530613,0.006414274470622057,0.13673232908458866,0.012083333333333333,0.53125,0.3238537434706906,0.53125,0.039603960396039604,0.0028362224245022222,0.010710262184773894,0.41970802919708033,0.41197183098591555,0.45042194092827004,0.3961352657004831,0.43643263757115747
0.7333333333333333,0.019553072625698324,0.0005555555555555556,0.029675251959686465,0.008125143643811429,1.0,2.356456455041167e-05,0.5909617612977984,0.0004166666666666667,1.0,0.12304120719674985,1.0,0.0,0.025045330961473374,0.010517173747800788,0.24817518248175185,0.2359154929577465,0.8407172995780592,0.6570048309178744,0.7495256166982922
0.8,0.22346368715083798,0.005,0.37458006718924974,0.0,0.8163265306122449,4.712912910082335e-06,0.06257242178447275,0.004166666666666667,0.7291666666666666,0.257109692396982,0.8125,0.0,0.00338844531780786,0.004241217185451386,0.05474452554744527,0.04929577464788734,0.809071729957806,0.6811594202898551,0.7096774193548387
0.7333333333333333,0.2388268156424581,0.012222222222222223,0.01455767077267636,0.005755821948516532,0.9285714285714286,0.011117761554884227,0.18424101969872536,0.01125,0.9270833333333334,0.3691236215902496,0.9270833333333334,0.0019801980198019776,0.005793649327218019,0.023164828670810263,0.5985401459854014,0.5915492957746478,0.5580168776371308,0.5797101449275363,0.6091081593927895
0.4666666666666667,0.12011173184357542,0.0005555555555555556,0.09406494960806272,0.19299149304507549,0.9285714285714286,0.0,0.626882966396292,0.0004166666666666667,0.9479166666666666,0.1276842716192687,0.9270833333333334,0.0,0.3580645478765646,0.016661600368550418,0.18248175182481752,0.16901408450704228,0.8713080168776371,0.6231884057971014,0.7457305502846299
0.8666666666666667,0.09217877094972067,0.0011111111111111111,0.4585666293393057,0.49965462954172,0.5510204081632653,0.00039117177153683377,0.7508690614136733,0.0008333333333333334,0.9166666666666666,0.0754497968659315,0.9166666666666666,0.0,0.43980509707715704,0.029800777405790745,0.014598540145985415,0.014084507042253534,0.958860759493671,0.7681159420289856,0.8633776091081593
0.9333333333333333,0.0223463687150838,0.0,0.0,0.007756942548057072,1.0,0.0,0.40787949015063735,0.0,1.0,0.17411491584445735,1.0,0.0,0.013057679978042016,7.741498263507555e-05,0.20437956204379565,0.20774647887323947,0.8080168776371308,0.6376811594202898,0.6963946869070209
0.7333333333333333,0.2122905027932961,0.0044444444444444444,0.18924972004479285,0.0,0.9489795918367347,0.0,0.032444959443800665,0.004166666666666667,1.0,0.31120139291932675,0.9479166666666666,0.0,0.012655504493834516,0.0027355905869501413,0.18248175182481752,0.17957746478873243,0.7525316455696204,0.6183574879227054,0.6280834914611007
0.13333333333333333,0.17039106145251395,0.0,0.4244120940649496,0.006832653744264092,0.6632653061224489,0.0,0.5052143684820394,0.0,0.8645833333333334,0.3128264654672083,0.875,0.01386138613861386,0.09795761282914722,0.004137936231678794,0.1496350364963504,0.14084507042253522,0.7900843881856541,0.6763285024154589,0.7058823529411765
0.2,0.23044692737430167,0.0022222222222222222,0.37122060470324747,0.007978645422611336,0.8673469387755102,0.0,0.46697566628041715,0.0016666666666666668,0.8645833333333334,0.3261752756819501,0.8645833333333334,0.0,0.009843816045357678,4.811554152038898e-05,0.08394160583941607,0.07746478873239437,0.6772151898734178,0.6135265700483091,0.6717267552182163
0.06666666666666667,0.027932960893854747,0.0,0.2737961926091826,0.012918882689940502,0.9693877551020408,0.0,0.4681344148319815,0.0,0.96875,0.23969820081253626,0.96875,0.0059405940594059415,0.028678056200010932,0.0002161177095298386,0.13138686131386865,0.12676056338028172,0.7141350210970465,0.570048309178744,0.6053130929791272
0.9333333333333333,0.22486033519553073,0.005555555555555556,0.0,0.00040190164887508927,0.9795918367346939,0.0,0.4507531865585168,0.004583333333333333,0.9479166666666666,0.3778293673824724,0.9791666666666666,0.0019801980198019776,0.0009463525756516815,0.007088958410590257,0.12773722627737227,0.12676056338028172,0.6561181434599156,0.5458937198067634,0.6318785578747628
0.4,0.0,0.005,0.003919372900335962,0.07163559018838894,0.9693877551020408,0.003803320718436444,0.06836616454229431,0.004166666666666667,0.96875,0.18456181079512476,0.96875,0.0,0.12866369177299705,0.001479195050835789,0.2591240875912409,0.2535211267605634,0.809071729957806,0.6038647342995169,0.7001897533206832
0.6,0.10754189944134078,0.0,0.5078387458006719,0.01913178158409519,0.9591836734693877,9.42582582016467e-06,0.7195828505214369,0.0,1.0,0.5449796865931515,1.0,0.0,0.024924605342806615,9.4672187305044e-05,0.02554744525547446,0.021126760563380302,0.9040084388185654,0.782608695652174,0.8292220113851992
0.8666666666666667,0.1935754189944134,0.0,0.0,0.0,1.0,0.0,0.6493626882966397,0.0,1.0,0.2280905397562391,1.0,0.0,0.07422050132138434,0.002034883314089928,0.16861313868613143,0.16056338028169018,0.7421940928270042,0.6405797101449275,0.710056925996205
0.4666666666666667,0.0111731843575419,0.0005555555555555556,0.3118701007838746,0.0016553746713843507,0.9897959183673469,0.00010368408402181136,0.5874855156431055,0.0004166666666666667,1.0,0.3325594892629135,0.9895833333333334,0.0,0.0030330811745327554,2.516188261217572e-05,0.05474452554744527,0.05633802816901411,0.7415611814345991,0.5603864734299517,0.7514231499051235
1.0,0.25139664804469275,0.5055555555555555,0.054199328107502796,0.0,0.8775510204081632,0.425986059203612,0.20509849362688296,0.4583333333333333,0.8645833333333334,0.18966918165989552,0.875,0.0019801980198019776,0.013522640680672063,0.0011828314243592616,0.9708029197080291,0.9577464788732395,0.6487341772151899,0.5603864734299517,0.6072106261859582
0.06666666666666667,0.002793296089385475,0.0016666666666666668,0.12541993281075028,0.0,0.9183673469387755,0.00046657837809815114,0.20278099652375436,0.0025,0.8541666666666666,0.1938479396401625,0.875,0.04356435643564356,0.005243530194666484,0.0008234729822621863,0.03284671532846717,0.031690140845070436,0.40506329113924056,0.3285024154589372,0.37950664136622386
0.2,0.26536312849162014,0.0,0.3090705487122061,0.004041197046786806,0.7653061224489796,0.0,0.40556199304750873,0.0004166666666666667,0.9166666666666666,0.2762623331398723,0.9166666666666666,0.00792079207920792,0.007408151884075981,0.00010885822326888729,0.2299270072992701,0.2394366197183099,0.7689873417721519,0.5797101449275363,0.6261859582542694
0.8666666666666667,0.13268156424581007,0.0005555555555555556,0.19092945128779396,0.019822364702197948,0.9489795918367347,0.0,0.6662804171494786,0.0004166666666666667,0.9583333333333334,0.5281485780615207,0.9583333333333334,0.0,0.013157430621823419,4.0355817994065606e-05,0.05839416058394163,0.05633802816901411,0.8037974683544304,0.6618357487922705,0.8178368121442127
0.8666666666666667,0.26675977653631283,0.0,0.0,0.010300873167052324,0.9795918367346939,0.0,0.3279258400926999,0.0,0.9791666666666666,0.5449796865931515,0.9791666666666666,0.0019801980198019776,0.013575874225595183,1.5861064769612907e-05,0.20437956204379565,0.19014084507042256,0.589662447257384,0.5314009661835749,0.5844402277039847
1.0,0.025139664804469275,0.0,0.33852183650615897,0.0,0.9693877551020408,0.0,0.03360370799536499,0.0,0.96875,0.3089959373186303,0.96875,0.0019801980198019776,0.01361872818678941,0.00016573884467371844,0.19708029197080296,0.18309859154929578,0.5959915611814346,0.5410628019323671,0.5920303605313093
0.6666666666666666,0.02094972067039106,0.012222222222222223,0.001119820828667439,0.0,1.0,0.002535547145624296,0.6095017381228274,0.010833333333333334,1.0,0.4544399303540336,1.0,0.0,0.008222455130128868,0.0013749114533023346,0.281021897810219,0.27816901408450706,0.7753164556962026,0.6231884057971014,0.7172675521821631
0.6,0.7891061452513967,0.0022222222222222222,0.15341545352743563,0.005354976721067368,0.9183673469387755,0.0,0.3267670915411356,0.0025,0.8958333333333334,0.5473012188044108,0.9166666666666666,0.3584158415841584,0.007732209292428094,1.8560099039638424e-05,0.2737226277372263,0.2570422535211268,0.47784810126582283,0.5217391304347827,0.24857685009487668
0.6,0.25558659217877094,0.0,0.5509518477043673,0.05839983890974135,0.9285714285714286,0.0,0.6662804171494786,0.0,0.9479166666666666,0.375507835171213,0.9479166666666666,0.0,0.10252231031481099,0.001815435382815987,0.08029197080291972,0.07746478873239437,0.8660337552742616,0.7922705314009661,0.6888045540796963
